lat,lng,,,,,,,河北省,北京市,天津市
38.35945758,117.1889648,lat,:,},{,lng,"{lat:38.3594575784666,lng:117.18896484375},",1,0,0
38.35945758,117.0966797,lat,:,},{,lng,"{lat:38.3594575784666,lng:117.0966796875},",1,0,0
38.35945758,117.0043945,lat,:,},{,lng,"{lat:38.3594575784666,lng:117.00439453125},",1,0,0
38.35945758,116.9121094,lat,:,},{,lng,"{lat:38.3594575784666,lng:116.912109375},",1,0,0
38.35945758,116.8198242,lat,:,},{,lng,"{lat:38.3594575784666,lng:116.81982421875},",1,0,0
38.35945758,116.7275391,lat,:,},{,lng,"{lat:38.3594575784666,lng:116.7275390625},",1,0,0
38.35945758,116.6352539,lat,:,},{,lng,"{lat:38.3594575784666,lng:116.63525390625},",1,0,0
38.35945758,116.5429688,lat,:,},{,lng,"{lat:38.3594575784666,lng:116.54296875},",1,0,0
38.35945758,116.4506836,lat,:,},{,lng,"{lat:38.3594575784666,lng:116.45068359375},",1,0,0
38.35945758,116.3583984,lat,:,},{,lng,"{lat:38.3594575784666,lng:116.3583984375},",1,0,0
38.35945758,116.2661133,lat,:,},{,lng,"{lat:38.3594575784666,lng:116.26611328125},",1,0,0
38.35945758,116.1738281,lat,:,},{,lng,"{lat:38.3594575784666,lng:116.173828125},",1,0,0
38.35945758,116.081543,lat,:,},{,lng,"{lat:38.3594575784666,lng:116.08154296875},",1,0,0
38.35945758,115.9892578,lat,:,},{,lng,"{lat:38.3594575784666,lng:115.9892578125},",1,0,0
38.35945758,115.8969727,lat,:,},{,lng,"{lat:38.3594575784666,lng:115.89697265625},",1,0,0
38.35945758,115.8046875,lat,:,},{,lng,"{lat:38.3594575784666,lng:115.8046875},",1,0,0
38.35945758,115.7124023,lat,:,},{,lng,"{lat:38.3594575784666,lng:115.71240234375},",1,0,0
38.35945758,115.6201172,lat,:,},{,lng,"{lat:38.3594575784666,lng:115.6201171875},",1,0,0
38.35945758,115.527832,lat,:,},{,lng,"{lat:38.3594575784666,lng:115.52783203125},",1,0,0
38.35945758,115.4355469,lat,:,},{,lng,"{lat:38.3594575784666,lng:115.435546875},",1,0,0
38.35945758,115.3432617,lat,:,},{,lng,"{lat:38.3594575784666,lng:115.34326171875},",1,0,0
38.35945758,115.2509766,lat,:,},{,lng,"{lat:38.3594575784666,lng:115.2509765625},",1,0,0
38.35945758,115.1586914,lat,:,},{,lng,"{lat:38.3594575784666,lng:115.15869140625},",1,0,0
38.35945758,115.0664063,lat,:,},{,lng,"{lat:38.3594575784666,lng:115.06640625},",1,0,0
38.35945758,114.9741211,lat,:,},{,lng,"{lat:38.3594575784666,lng:114.97412109375},",1,0,0
38.35945758,114.8818359,lat,:,},{,lng,"{lat:38.3594575784666,lng:114.8818359375},",1,0,0
38.35945758,114.7895508,lat,:,},{,lng,"{lat:38.3594575784666,lng:114.78955078125},",1,0,0
38.35945758,114.6972656,lat,:,},{,lng,"{lat:38.3594575784666,lng:114.697265625},",1,0,0
38.35945758,114.6049805,lat,:,},{,lng,"{lat:38.3594575784666,lng:114.60498046875},",1,0,0
38.35945758,114.5126953,lat,:,},{,lng,"{lat:38.3594575784666,lng:114.5126953125},",1,0,0
38.35945758,114.4204102,lat,:,},{,lng,"{lat:38.3594575784666,lng:114.42041015625},",1,0,0
38.35945758,114.328125,lat,:,},{,lng,"{lat:38.3594575784666,lng:114.328125},",1,0,0
38.35945758,114.2358398,lat,:,},{,lng,"{lat:38.3594575784666,lng:114.23583984375},",1,0,0
38.35945758,114.1435547,lat,:,},{,lng,"{lat:38.3594575784666,lng:114.1435546875},",1,0,0
38.35945758,114.0512695,lat,:,},{,lng,"{lat:38.3594575784666,lng:114.05126953125},",1,0,0
38.35945758,113.9589844,lat,:,},{,lng,"{lat:38.3594575784666,lng:113.958984375},",1,0,0
38.35945758,113.8666992,lat,:,},{,lng,"{lat:38.3594575784666,lng:113.86669921875},",1,0,0
38.46254905,117.7426758,lat,:,},{,lng,"{lat:38.4625490534733,lng:117.74267578125},",1,0,0
38.46254905,117.6503906,lat,:,},{,lng,"{lat:38.4625490534733,lng:117.650390625},",1,0,0
38.46254905,117.5581055,lat,:,},{,lng,"{lat:38.4625490534733,lng:117.55810546875},",1,0,0
38.46254905,117.4658203,lat,:,},{,lng,"{lat:38.4625490534733,lng:117.4658203125},",1,0,0
38.46254905,117.3735352,lat,:,},{,lng,"{lat:38.4625490534733,lng:117.37353515625},",1,0,0
38.46254905,117.28125,lat,:,},{,lng,"{lat:38.4625490534733,lng:117.28125},",1,0,0
38.46254905,117.1889648,lat,:,},{,lng,"{lat:38.4625490534733,lng:117.18896484375},",1,0,0
38.46254905,117.0966797,lat,:,},{,lng,"{lat:38.4625490534733,lng:117.0966796875},",1,0,0
38.46254905,117.0043945,lat,:,},{,lng,"{lat:38.4625490534733,lng:117.00439453125},",1,0,0
38.46254905,116.9121094,lat,:,},{,lng,"{lat:38.4625490534733,lng:116.912109375},",1,0,0
38.46254905,116.8198242,lat,:,},{,lng,"{lat:38.4625490534733,lng:116.81982421875},",1,0,0
38.46254905,116.7275391,lat,:,},{,lng,"{lat:38.4625490534733,lng:116.7275390625},",1,0,0
38.46254905,116.6352539,lat,:,},{,lng,"{lat:38.4625490534733,lng:116.63525390625},",1,0,0
38.46254905,116.5429688,lat,:,},{,lng,"{lat:38.4625490534733,lng:116.54296875},",1,0,0
38.46254905,116.4506836,lat,:,},{,lng,"{lat:38.4625490534733,lng:116.45068359375},",1,0,0
38.46254905,116.3583984,lat,:,},{,lng,"{lat:38.4625490534733,lng:116.3583984375},",1,0,0
38.46254905,116.2661133,lat,:,},{,lng,"{lat:38.4625490534733,lng:116.26611328125},",1,0,0
38.46254905,116.1738281,lat,:,},{,lng,"{lat:38.4625490534733,lng:116.173828125},",1,0,0
38.46254905,116.081543,lat,:,},{,lng,"{lat:38.4625490534733,lng:116.08154296875},",1,0,0
38.46254905,115.9892578,lat,:,},{,lng,"{lat:38.4625490534733,lng:115.9892578125},",1,0,0
38.46254905,115.8969727,lat,:,},{,lng,"{lat:38.4625490534733,lng:115.89697265625},",1,0,0
38.46254905,115.8046875,lat,:,},{,lng,"{lat:38.4625490534733,lng:115.8046875},",1,0,0
38.46254905,115.7124023,lat,:,},{,lng,"{lat:38.4625490534733,lng:115.71240234375},",1,0,0
38.46254905,115.6201172,lat,:,},{,lng,"{lat:38.4625490534733,lng:115.6201171875},",1,0,0
38.46254905,115.527832,lat,:,},{,lng,"{lat:38.4625490534733,lng:115.52783203125},",1,0,0
38.46254905,115.4355469,lat,:,},{,lng,"{lat:38.4625490534733,lng:115.435546875},",1,0,0
38.46254905,115.3432617,lat,:,},{,lng,"{lat:38.4625490534733,lng:115.34326171875},",1,0,0
38.46254905,115.2509766,lat,:,},{,lng,"{lat:38.4625490534733,lng:115.2509765625},",1,0,0
38.46254905,115.1586914,lat,:,},{,lng,"{lat:38.4625490534733,lng:115.15869140625},",1,0,0
38.46254905,115.0664063,lat,:,},{,lng,"{lat:38.4625490534733,lng:115.06640625},",1,0,0
38.46254905,114.9741211,lat,:,},{,lng,"{lat:38.4625490534733,lng:114.97412109375},",1,0,0
38.46254905,114.8818359,lat,:,},{,lng,"{lat:38.4625490534733,lng:114.8818359375},",1,0,0
38.46254905,114.7895508,lat,:,},{,lng,"{lat:38.4625490534733,lng:114.78955078125},",1,0,0
38.46254905,114.6972656,lat,:,},{,lng,"{lat:38.4625490534733,lng:114.697265625},",1,0,0
38.46254905,114.6049805,lat,:,},{,lng,"{lat:38.4625490534733,lng:114.60498046875},",1,0,0
38.46254905,114.5126953,lat,:,},{,lng,"{lat:38.4625490534733,lng:114.5126953125},",1,0,0
38.46254905,114.4204102,lat,:,},{,lng,"{lat:38.4625490534733,lng:114.42041015625},",1,0,0
38.46254905,114.328125,lat,:,},{,lng,"{lat:38.4625490534733,lng:114.328125},",1,0,0
38.46254905,114.2358398,lat,:,},{,lng,"{lat:38.4625490534733,lng:114.23583984375},",1,0,0
38.46254905,114.1435547,lat,:,},{,lng,"{lat:38.4625490534733,lng:114.1435546875},",1,0,0
38.46254905,114.0512695,lat,:,},{,lng,"{lat:38.4625490534733,lng:114.05126953125},",1,0,0
38.46254905,113.9589844,lat,:,},{,lng,"{lat:38.4625490534733,lng:113.958984375},",1,0,0
38.46254905,113.8666992,lat,:,},{,lng,"{lat:38.4625490534733,lng:113.86669921875},",1,0,0
38.56564053,117.6503906,lat,:,},{,lng,"{lat:38.5656405284799,lng:117.650390625},",1,0,0
38.56564053,117.5581055,lat,:,},{,lng,"{lat:38.5656405284799,lng:117.55810546875},",1,0,0
38.56564053,117.4658203,lat,:,},{,lng,"{lat:38.5656405284799,lng:117.4658203125},",1,0,0
38.56564053,117.3735352,lat,:,},{,lng,"{lat:38.5656405284799,lng:117.37353515625},",1,0,0
38.56564053,117.1889648,lat,:,},{,lng,"{lat:38.5656405284799,lng:117.18896484375},",1,0,0
38.56564053,117.0966797,lat,:,},{,lng,"{lat:38.5656405284799,lng:117.0966796875},",1,0,0
38.56564053,117.0043945,lat,:,},{,lng,"{lat:38.5656405284799,lng:117.00439453125},",1,0,0
38.56564053,116.9121094,lat,:,},{,lng,"{lat:38.5656405284799,lng:116.912109375},",1,0,0
38.56564053,116.8198242,lat,:,},{,lng,"{lat:38.5656405284799,lng:116.81982421875},",1,0,0
38.56564053,116.7275391,lat,:,},{,lng,"{lat:38.5656405284799,lng:116.7275390625},",1,0,0
38.56564053,116.6352539,lat,:,},{,lng,"{lat:38.5656405284799,lng:116.63525390625},",1,0,0
38.56564053,116.5429688,lat,:,},{,lng,"{lat:38.5656405284799,lng:116.54296875},",1,0,0
38.56564053,116.4506836,lat,:,},{,lng,"{lat:38.5656405284799,lng:116.45068359375},",1,0,0
38.56564053,116.3583984,lat,:,},{,lng,"{lat:38.5656405284799,lng:116.3583984375},",1,0,0
38.56564053,116.2661133,lat,:,},{,lng,"{lat:38.5656405284799,lng:116.26611328125},",1,0,0
38.56564053,116.1738281,lat,:,},{,lng,"{lat:38.5656405284799,lng:116.173828125},",1,0,0
38.56564053,116.081543,lat,:,},{,lng,"{lat:38.5656405284799,lng:116.08154296875},",1,0,0
38.56564053,115.9892578,lat,:,},{,lng,"{lat:38.5656405284799,lng:115.9892578125},",1,0,0
38.56564053,115.8969727,lat,:,},{,lng,"{lat:38.5656405284799,lng:115.89697265625},",1,0,0
38.56564053,115.8046875,lat,:,},{,lng,"{lat:38.5656405284799,lng:115.8046875},",1,0,0
38.56564053,115.7124023,lat,:,},{,lng,"{lat:38.5656405284799,lng:115.71240234375},",1,0,0
38.56564053,115.6201172,lat,:,},{,lng,"{lat:38.5656405284799,lng:115.6201171875},",1,0,0
38.56564053,115.527832,lat,:,},{,lng,"{lat:38.5656405284799,lng:115.52783203125},",1,0,0
38.56564053,115.4355469,lat,:,},{,lng,"{lat:38.5656405284799,lng:115.435546875},",1,0,0
38.56564053,115.3432617,lat,:,},{,lng,"{lat:38.5656405284799,lng:115.34326171875},",1,0,0
38.56564053,115.2509766,lat,:,},{,lng,"{lat:38.5656405284799,lng:115.2509765625},",1,0,0
38.56564053,115.1586914,lat,:,},{,lng,"{lat:38.5656405284799,lng:115.15869140625},",1,0,0
38.56564053,115.0664063,lat,:,},{,lng,"{lat:38.5656405284799,lng:115.06640625},",1,0,0
38.56564053,114.9741211,lat,:,},{,lng,"{lat:38.5656405284799,lng:114.97412109375},",1,0,0
38.56564053,114.8818359,lat,:,},{,lng,"{lat:38.5656405284799,lng:114.8818359375},",1,0,0
38.56564053,114.7895508,lat,:,},{,lng,"{lat:38.5656405284799,lng:114.78955078125},",1,0,0
38.56564053,114.6972656,lat,:,},{,lng,"{lat:38.5656405284799,lng:114.697265625},",1,0,0
38.56564053,114.6049805,lat,:,},{,lng,"{lat:38.5656405284799,lng:114.60498046875},",1,0,0
38.56564053,114.5126953,lat,:,},{,lng,"{lat:38.5656405284799,lng:114.5126953125},",1,0,0
38.56564053,114.4204102,lat,:,},{,lng,"{lat:38.5656405284799,lng:114.42041015625},",1,0,0
38.56564053,114.328125,lat,:,},{,lng,"{lat:38.5656405284799,lng:114.328125},",1,0,0
38.56564053,114.2358398,lat,:,},{,lng,"{lat:38.5656405284799,lng:114.23583984375},",1,0,0
38.56564053,114.1435547,lat,:,},{,lng,"{lat:38.5656405284799,lng:114.1435546875},",1,0,0
38.56564053,114.0512695,lat,:,},{,lng,"{lat:38.5656405284799,lng:114.05126953125},",1,0,0
38.56564053,113.9589844,lat,:,},{,lng,"{lat:38.5656405284799,lng:113.958984375},",1,0,0
38.56564053,113.8666992,lat,:,},{,lng,"{lat:38.5656405284799,lng:113.86669921875},",1,0,0
38.668732,117.0043945,lat,:,},{,lng,"{lat:38.6687320034866,lng:117.00439453125},",1,0,0
38.668732,116.9121094,lat,:,},{,lng,"{lat:38.6687320034866,lng:116.912109375},",1,0,0
38.668732,116.8198242,lat,:,},{,lng,"{lat:38.6687320034866,lng:116.81982421875},",1,0,0
38.668732,116.7275391,lat,:,},{,lng,"{lat:38.6687320034866,lng:116.7275390625},",1,0,0
38.668732,116.6352539,lat,:,},{,lng,"{lat:38.6687320034866,lng:116.63525390625},",1,0,0
38.668732,116.5429688,lat,:,},{,lng,"{lat:38.6687320034866,lng:116.54296875},",1,0,0
38.668732,116.4506836,lat,:,},{,lng,"{lat:38.6687320034866,lng:116.45068359375},",1,0,0
38.668732,116.3583984,lat,:,},{,lng,"{lat:38.6687320034866,lng:116.3583984375},",1,0,0
38.668732,116.2661133,lat,:,},{,lng,"{lat:38.6687320034866,lng:116.26611328125},",1,0,0
38.668732,116.1738281,lat,:,},{,lng,"{lat:38.6687320034866,lng:116.173828125},",1,0,0
38.668732,116.081543,lat,:,},{,lng,"{lat:38.6687320034866,lng:116.08154296875},",1,0,0
38.668732,115.9892578,lat,:,},{,lng,"{lat:38.6687320034866,lng:115.9892578125},",1,0,0
38.668732,115.8969727,lat,:,},{,lng,"{lat:38.6687320034866,lng:115.89697265625},",1,0,0
38.668732,115.8046875,lat,:,},{,lng,"{lat:38.6687320034866,lng:115.8046875},",1,0,0
38.668732,115.7124023,lat,:,},{,lng,"{lat:38.6687320034866,lng:115.71240234375},",1,0,0
38.668732,115.6201172,lat,:,},{,lng,"{lat:38.6687320034866,lng:115.6201171875},",1,0,0
38.668732,115.527832,lat,:,},{,lng,"{lat:38.6687320034866,lng:115.52783203125},",1,0,0
38.668732,115.4355469,lat,:,},{,lng,"{lat:38.6687320034866,lng:115.435546875},",1,0,0
38.668732,115.3432617,lat,:,},{,lng,"{lat:38.6687320034866,lng:115.34326171875},",1,0,0
38.668732,115.2509766,lat,:,},{,lng,"{lat:38.6687320034866,lng:115.2509765625},",1,0,0
38.668732,115.1586914,lat,:,},{,lng,"{lat:38.6687320034866,lng:115.15869140625},",1,0,0
38.668732,115.0664063,lat,:,},{,lng,"{lat:38.6687320034866,lng:115.06640625},",1,0,0
38.668732,114.9741211,lat,:,},{,lng,"{lat:38.6687320034866,lng:114.97412109375},",1,0,0
38.668732,114.8818359,lat,:,},{,lng,"{lat:38.6687320034866,lng:114.8818359375},",1,0,0
38.668732,114.7895508,lat,:,},{,lng,"{lat:38.6687320034866,lng:114.78955078125},",1,0,0
38.668732,114.6972656,lat,:,},{,lng,"{lat:38.6687320034866,lng:114.697265625},",1,0,0
38.668732,114.6049805,lat,:,},{,lng,"{lat:38.6687320034866,lng:114.60498046875},",1,0,0
38.668732,114.5126953,lat,:,},{,lng,"{lat:38.6687320034866,lng:114.5126953125},",1,0,0
38.668732,114.4204102,lat,:,},{,lng,"{lat:38.6687320034866,lng:114.42041015625},",1,0,0
38.668732,114.328125,lat,:,},{,lng,"{lat:38.6687320034866,lng:114.328125},",1,0,0
38.668732,114.2358398,lat,:,},{,lng,"{lat:38.6687320034866,lng:114.23583984375},",1,0,0
38.668732,114.1435547,lat,:,},{,lng,"{lat:38.6687320034866,lng:114.1435546875},",1,0,0
38.668732,114.0512695,lat,:,},{,lng,"{lat:38.6687320034866,lng:114.05126953125},",1,0,0
38.668732,113.9589844,lat,:,},{,lng,"{lat:38.6687320034866,lng:113.958984375},",1,0,0
38.668732,113.8666992,lat,:,},{,lng,"{lat:38.6687320034866,lng:113.86669921875},",1,0,0
38.77182348,116.7275391,lat,:,},{,lng,"{lat:38.7718234784933,lng:116.7275390625},",1,0,0
38.77182348,116.6352539,lat,:,},{,lng,"{lat:38.7718234784933,lng:116.63525390625},",1,0,0
38.77182348,116.5429688,lat,:,},{,lng,"{lat:38.7718234784933,lng:116.54296875},",1,0,0
38.77182348,116.4506836,lat,:,},{,lng,"{lat:38.7718234784933,lng:116.45068359375},",1,0,0
38.77182348,116.3583984,lat,:,},{,lng,"{lat:38.7718234784933,lng:116.3583984375},",1,0,0
38.77182348,116.2661133,lat,:,},{,lng,"{lat:38.7718234784933,lng:116.26611328125},",1,0,0
38.77182348,116.1738281,lat,:,},{,lng,"{lat:38.7718234784933,lng:116.173828125},",1,0,0
38.77182348,116.081543,lat,:,},{,lng,"{lat:38.7718234784933,lng:116.08154296875},",1,0,0
38.77182348,115.9892578,lat,:,},{,lng,"{lat:38.7718234784933,lng:115.9892578125},",1,0,0
38.77182348,115.8969727,lat,:,},{,lng,"{lat:38.7718234784933,lng:115.89697265625},",1,0,0
38.77182348,115.8046875,lat,:,},{,lng,"{lat:38.7718234784933,lng:115.8046875},",1,0,0
38.77182348,115.7124023,lat,:,},{,lng,"{lat:38.7718234784933,lng:115.71240234375},",1,0,0
38.77182348,115.6201172,lat,:,},{,lng,"{lat:38.7718234784933,lng:115.6201171875},",1,0,0
38.77182348,115.527832,lat,:,},{,lng,"{lat:38.7718234784933,lng:115.52783203125},",1,0,0
38.77182348,115.4355469,lat,:,},{,lng,"{lat:38.7718234784933,lng:115.435546875},",1,0,0
38.77182348,115.3432617,lat,:,},{,lng,"{lat:38.7718234784933,lng:115.34326171875},",1,0,0
38.77182348,115.2509766,lat,:,},{,lng,"{lat:38.7718234784933,lng:115.2509765625},",1,0,0
38.77182348,115.1586914,lat,:,},{,lng,"{lat:38.7718234784933,lng:115.15869140625},",1,0,0
38.77182348,115.0664063,lat,:,},{,lng,"{lat:38.7718234784933,lng:115.06640625},",1,0,0
38.77182348,114.9741211,lat,:,},{,lng,"{lat:38.7718234784933,lng:114.97412109375},",1,0,0
38.77182348,114.8818359,lat,:,},{,lng,"{lat:38.7718234784933,lng:114.8818359375},",1,0,0
38.77182348,114.7895508,lat,:,},{,lng,"{lat:38.7718234784933,lng:114.78955078125},",1,0,0
38.77182348,114.6972656,lat,:,},{,lng,"{lat:38.7718234784933,lng:114.697265625},",1,0,0
38.77182348,114.6049805,lat,:,},{,lng,"{lat:38.7718234784933,lng:114.60498046875},",1,0,0
38.77182348,114.5126953,lat,:,},{,lng,"{lat:38.7718234784933,lng:114.5126953125},",1,0,0
38.77182348,114.4204102,lat,:,},{,lng,"{lat:38.7718234784933,lng:114.42041015625},",1,0,0
38.77182348,114.328125,lat,:,},{,lng,"{lat:38.7718234784933,lng:114.328125},",1,0,0
38.77182348,114.2358398,lat,:,},{,lng,"{lat:38.7718234784933,lng:114.23583984375},",1,0,0
38.77182348,114.1435547,lat,:,},{,lng,"{lat:38.7718234784933,lng:114.1435546875},",1,0,0
38.77182348,114.0512695,lat,:,},{,lng,"{lat:38.7718234784933,lng:114.05126953125},",1,0,0
38.77182348,113.9589844,lat,:,},{,lng,"{lat:38.7718234784933,lng:113.958984375},",1,0,0
38.77182348,113.8666992,lat,:,},{,lng,"{lat:38.7718234784933,lng:113.86669921875},",1,0,0
38.87491495,116.6352539,lat,:,},{,lng,"{lat:38.8749149534999,lng:116.63525390625},",1,0,0
38.87491495,116.5429688,lat,:,},{,lng,"{lat:38.8749149534999,lng:116.54296875},",1,0,0
38.87491495,116.4506836,lat,:,},{,lng,"{lat:38.8749149534999,lng:116.45068359375},",1,0,0
38.87491495,116.3583984,lat,:,},{,lng,"{lat:38.8749149534999,lng:116.3583984375},",1,0,0
38.87491495,116.2661133,lat,:,},{,lng,"{lat:38.8749149534999,lng:116.26611328125},",1,0,0
38.87491495,116.1738281,lat,:,},{,lng,"{lat:38.8749149534999,lng:116.173828125},",1,0,0
38.87491495,116.081543,lat,:,},{,lng,"{lat:38.8749149534999,lng:116.08154296875},",1,0,0
38.87491495,115.9892578,lat,:,},{,lng,"{lat:38.8749149534999,lng:115.9892578125},",1,0,0
38.87491495,115.8969727,lat,:,},{,lng,"{lat:38.8749149534999,lng:115.89697265625},",1,0,0
38.87491495,115.8046875,lat,:,},{,lng,"{lat:38.8749149534999,lng:115.8046875},",1,0,0
38.87491495,115.7124023,lat,:,},{,lng,"{lat:38.8749149534999,lng:115.71240234375},",1,0,0
38.87491495,115.6201172,lat,:,},{,lng,"{lat:38.8749149534999,lng:115.6201171875},",1,0,0
38.87491495,115.527832,lat,:,},{,lng,"{lat:38.8749149534999,lng:115.52783203125},",1,0,0
38.87491495,115.4355469,lat,:,},{,lng,"{lat:38.8749149534999,lng:115.435546875},",1,0,0
38.87491495,115.3432617,lat,:,},{,lng,"{lat:38.8749149534999,lng:115.34326171875},",1,0,0
38.87491495,115.2509766,lat,:,},{,lng,"{lat:38.8749149534999,lng:115.2509765625},",1,0,0
38.87491495,115.1586914,lat,:,},{,lng,"{lat:38.8749149534999,lng:115.15869140625},",1,0,0
38.87491495,115.0664063,lat,:,},{,lng,"{lat:38.8749149534999,lng:115.06640625},",1,0,0
38.87491495,114.9741211,lat,:,},{,lng,"{lat:38.8749149534999,lng:114.97412109375},",1,0,0
38.87491495,114.8818359,lat,:,},{,lng,"{lat:38.8749149534999,lng:114.8818359375},",1,0,0
38.87491495,114.7895508,lat,:,},{,lng,"{lat:38.8749149534999,lng:114.78955078125},",1,0,0
38.87491495,114.6972656,lat,:,},{,lng,"{lat:38.8749149534999,lng:114.697265625},",1,0,0
38.87491495,114.6049805,lat,:,},{,lng,"{lat:38.8749149534999,lng:114.60498046875},",1,0,0
38.87491495,114.5126953,lat,:,},{,lng,"{lat:38.8749149534999,lng:114.5126953125},",1,0,0
38.87491495,114.4204102,lat,:,},{,lng,"{lat:38.8749149534999,lng:114.42041015625},",1,0,0
38.87491495,114.328125,lat,:,},{,lng,"{lat:38.8749149534999,lng:114.328125},",1,0,0
38.87491495,114.2358398,lat,:,},{,lng,"{lat:38.8749149534999,lng:114.23583984375},",1,0,0
38.87491495,114.1435547,lat,:,},{,lng,"{lat:38.8749149534999,lng:114.1435546875},",1,0,0
38.87491495,114.0512695,lat,:,},{,lng,"{lat:38.8749149534999,lng:114.05126953125},",1,0,0
38.87491495,113.9589844,lat,:,},{,lng,"{lat:38.8749149534999,lng:113.958984375},",1,0,0
38.87491495,113.8666992,lat,:,},{,lng,"{lat:38.8749149534999,lng:113.86669921875},",1,0,0
38.97800643,118.5732422,lat,:,},{,lng,"{lat:38.9780064285066,lng:118.5732421875},",1,0,0
38.97800643,118.480957,lat,:,},{,lng,"{lat:38.9780064285066,lng:118.48095703125},",1,0,0
38.97800643,118.3886719,lat,:,},{,lng,"{lat:38.9780064285066,lng:118.388671875},",1,0,0
38.97800643,116.7275391,lat,:,},{,lng,"{lat:38.9780064285066,lng:116.7275390625},",1,0,0
38.97800643,116.6352539,lat,:,},{,lng,"{lat:38.9780064285066,lng:116.63525390625},",1,0,0
38.97800643,116.5429688,lat,:,},{,lng,"{lat:38.9780064285066,lng:116.54296875},",1,0,0
38.97800643,116.4506836,lat,:,},{,lng,"{lat:38.9780064285066,lng:116.45068359375},",1,0,0
38.97800643,116.3583984,lat,:,},{,lng,"{lat:38.9780064285066,lng:116.3583984375},",1,0,0
38.97800643,116.2661133,lat,:,},{,lng,"{lat:38.9780064285066,lng:116.26611328125},",1,0,0
38.97800643,116.1738281,lat,:,},{,lng,"{lat:38.9780064285066,lng:116.173828125},",1,0,0
38.97800643,116.081543,lat,:,},{,lng,"{lat:38.9780064285066,lng:116.08154296875},",1,0,0
38.97800643,115.8046875,lat,:,},{,lng,"{lat:38.9780064285066,lng:115.8046875},",1,0,0
38.97800643,115.7124023,lat,:,},{,lng,"{lat:38.9780064285066,lng:115.71240234375},",1,0,0
38.97800643,115.6201172,lat,:,},{,lng,"{lat:38.9780064285066,lng:115.6201171875},",1,0,0
38.97800643,115.527832,lat,:,},{,lng,"{lat:38.9780064285066,lng:115.52783203125},",1,0,0
38.97800643,115.4355469,lat,:,},{,lng,"{lat:38.9780064285066,lng:115.435546875},",1,0,0
38.97800643,115.3432617,lat,:,},{,lng,"{lat:38.9780064285066,lng:115.34326171875},",1,0,0
38.97800643,115.2509766,lat,:,},{,lng,"{lat:38.9780064285066,lng:115.2509765625},",1,0,0
38.97800643,115.0664063,lat,:,},{,lng,"{lat:38.9780064285066,lng:115.06640625},",1,0,0
38.97800643,114.9741211,lat,:,},{,lng,"{lat:38.9780064285066,lng:114.97412109375},",1,0,0
38.97800643,114.8818359,lat,:,},{,lng,"{lat:38.9780064285066,lng:114.8818359375},",1,0,0
38.97800643,114.7895508,lat,:,},{,lng,"{lat:38.9780064285066,lng:114.78955078125},",1,0,0
38.97800643,114.6972656,lat,:,},{,lng,"{lat:38.9780064285066,lng:114.697265625},",1,0,0
38.97800643,114.6049805,lat,:,},{,lng,"{lat:38.9780064285066,lng:114.60498046875},",1,0,0
38.97800643,114.5126953,lat,:,},{,lng,"{lat:38.9780064285066,lng:114.5126953125},",1,0,0
38.97800643,114.4204102,lat,:,},{,lng,"{lat:38.9780064285066,lng:114.42041015625},",1,0,0
38.97800643,114.328125,lat,:,},{,lng,"{lat:38.9780064285066,lng:114.328125},",1,0,0
38.97800643,114.2358398,lat,:,},{,lng,"{lat:38.9780064285066,lng:114.23583984375},",1,0,0
38.97800643,114.1435547,lat,:,},{,lng,"{lat:38.9780064285066,lng:114.1435546875},",1,0,0
38.97800643,114.0512695,lat,:,},{,lng,"{lat:38.9780064285066,lng:114.05126953125},",1,0,0
38.97800643,113.9589844,lat,:,},{,lng,"{lat:38.9780064285066,lng:113.958984375},",1,0,0
38.97800643,113.8666992,lat,:,},{,lng,"{lat:38.9780064285066,lng:113.86669921875},",1,0,0
39.0810979,118.8500977,lat,:,},{,lng,"{lat:39.0810979035133,lng:118.85009765625},",1,0,0
39.0810979,118.7578125,lat,:,},{,lng,"{lat:39.0810979035133,lng:118.7578125},",1,0,0
39.0810979,118.6655273,lat,:,},{,lng,"{lat:39.0810979035133,lng:118.66552734375},",1,0,0
39.0810979,118.5732422,lat,:,},{,lng,"{lat:39.0810979035133,lng:118.5732421875},",1,0,0
39.0810979,118.480957,lat,:,},{,lng,"{lat:39.0810979035133,lng:118.48095703125},",1,0,0
39.0810979,118.3886719,lat,:,},{,lng,"{lat:39.0810979035133,lng:118.388671875},",1,0,0
39.0810979,118.2963867,lat,:,},{,lng,"{lat:39.0810979035133,lng:118.29638671875},",1,0,0
39.0810979,118.2041016,lat,:,},{,lng,"{lat:39.0810979035133,lng:118.2041015625},",1,0,0
39.0810979,118.1118164,lat,:,},{,lng,"{lat:39.0810979035133,lng:118.11181640625},",1,0,0
39.0810979,116.8198242,lat,:,},{,lng,"{lat:39.0810979035133,lng:116.81982421875},",1,0,0
39.0810979,116.7275391,lat,:,},{,lng,"{lat:39.0810979035133,lng:116.7275390625},",1,0,0
39.0810979,116.6352539,lat,:,},{,lng,"{lat:39.0810979035133,lng:116.63525390625},",1,0,0
39.0810979,116.5429688,lat,:,},{,lng,"{lat:39.0810979035133,lng:116.54296875},",1,0,0
39.0810979,116.4506836,lat,:,},{,lng,"{lat:39.0810979035133,lng:116.45068359375},",1,0,0
39.0810979,116.3583984,lat,:,},{,lng,"{lat:39.0810979035133,lng:116.3583984375},",1,0,0
